OrderID,CustomerID,OrderDate,ProductType,OrderValue
ORDER04798,CUST0242,11-05-2025,Business Card,26.75
ORDER04497,CUST0169,11-17-2025,Sticker,18.12
ORDER03426,CUST0314,11-02-2025,Business Card,23.43
ORDER01437,CUST0248,11-24-2025,Greeting Card,14.07
ORDER04706,CUST0219,11-20-2025,Label,16.55
ORDER08609,CUST0295,11-20-2025,Brochure,84.9
ORDER09219,CUST0255,11-17-2025,Greeting Card,14.48
ORDER08070,CUST0414,11-06-2025,Bookmark,10.7
ORDER04760,CUST0100,11-01-2025,Business Card,8.65
ORDER01933,CUST0378,11-28-2025,Poster,66.97
ORDER06794,CUST0212,11-02-2025,Brochure,44.48
ORDER03479,CUST0006,11-21-2025,Poster,59.85
ORDER04169,CUST0405,11-03-2025,Banner,88.05
ORDER09012,CUST0166,11-25-2025,Canvas Print,35.81
ORDER05461,CUST0175,11-13-2025,Greeting Card,13.53
ORDER00478,CUST0427,11-06-2025,Poster,36.48
ORDER05537,CUST0473,11-22-2025,Mug,37.65
ORDER00583,CUST0331,11-05-2025,Mug,16.35
ORDER07547,CUST0457,11-28-2025,T-Shirt,60.11
ORDER07578,CUST0402,11-27-2025,Sticker,28.19
ORDER00918,CUST0428,11-17-2025,Banner,130.39
ORDER05170,CUST0285,11-18-2025,Canvas Print,44.78
ORDER05435,CUST0410,11-30-2025,Bookmark,12.75
ORDER01085,CUST0497,11-05-2025,Banner,174.52
ORDER05557,CUST0193,11-21-2025,T-Shirt,57.59
ORDER09355,CUST0311,11-13-2025,Flyer,33.81
ORDER05051,CUST0362,11-28-2025,Brochure,69.69
ORDER04449,CUST0212,11-03-2025,Mug,36.56
ORDER06089,CUST0232,11-27-2025,Banner,74.58
ORDER04954,CUST0090,11-04-2025,Brochure,74.95
ORDER03312,CUST0468,11-03-2025,Mug,26.17
ORDER07908,CUST0464,11-17-2025,Flyer,17.61
ORDER08580,CUST0159,11-25-2025,Brochure,30.03
ORDER08457,CUST0347,11-05-2025,Poster,62.1
ORDER07527,CUST0199,11-23-2025,Label,22.1
ORDER00722,CUST0352,11-28-2025,Notebook,40.52
ORDER07650,CUST0456,11-02-2025,Business Card,22.06
ORDER05120,CUST0012,11-19-2025,Postcard,9.06
ORDER03439,CUST0165,11-07-2025,Poster,33.63
ORDER08721,CUST0164,11-25-2025,Mug,30.79
ORDER04468,CUST0077,11-06-2025,Banner,58.31
ORDER09169,CUST0264,11-04-2025,Poster,50.26
ORDER09001,CUST0164,11-09-2025,Flyer,47.73
ORDER04642,CUST0294,11-08-2025,Flyer,12.85
ORDER05550,CUST0277,11-15-2025,Canvas Print,37.36
ORDER07713,CUST0463,11-22-2025,Canvas Print,35.06
ORDER00882,CUST0045,11-14-2025,Sticker,9.47
ORDER09712,CUST0323,11-27-2025,Greeting Card,15.49
ORDER05827,CUST0160,11-11-2025,Label,13.35
ORDER01287,CUST0499,11-30-2025,Postcard,14.94
ORDER02160,CUST0048,11-27-2025,Postcard,16.96
ORDER07673,CUST0050,11-15-2025,Banner,149.52
ORDER07626,CUST0241,11-08-2025,Poster,24.34
ORDER04228,CUST0468,11-12-2025,Sticker,9.58
ORDER05413,CUST0404,11-28-2025,Bookmark,7.57
ORDER07988,CUST0016,11-03-2025,Mug,15.16
ORDER07843,CUST0237,11-28-2025,Flyer,21.29
ORDER09904,CUST0295,11-05-2025,T-Shirt,22.84
ORDER01753,CUST0167,11-18-2025,Photo Book,38.51
ORDER08729,CUST0237,11-13-2025,Notebook,24.47
ORDER08978,CUST0082,11-16-2025,Sticker,6.65
ORDER03412,CUST0417,11-23-2025,Notebook,25.09
ORDER07133,CUST0291,11-26-2025,Brochure,58.12
ORDER03870,CUST0089,11-22-2025,Photo Book,39.35
ORDER09408,CUST0429,11-16-2025,Business Card,23.99
ORDER07585,CUST0167,11-18-2025,Business Card,30.19
ORDER02887,CUST0158,11-13-2025,Business Card,24.15
ORDER09772,CUST0395,11-27-2025,Sticker,13.19
ORDER01008,CUST0047,11-07-2025,Label,11.75
ORDER09516,CUST0463,11-25-2025,Photo Book,127.18
ORDER02404,CUST0339,11-05-2025,Mug,26.88
ORDER06390,CUST0316,11-19-2025,Mug,17.48
ORDER05188,CUST0154,11-19-2025,Postcard,16.87
ORDER07123,CUST0368,11-30-2025,Brochure,89.32
ORDER09548,CUST0005,11-20-2025,T-Shirt,37.0
ORDER02090,CUST0437,11-10-2025,Canvas Print,60.08
ORDER00871,CUST0001,11-23-2025,T-Shirt,56.58
