OrderID,CustomerID,OrderDate,ProductType,OrderValue
ORDER04440,CUST0268,12-15-2025,Sticker,10.98
ORDER02860,CUST0313,12-23-2025,Canvas Print,81.65
ORDER08191,CUST0314,12-31-2025,Business Card,24.93
ORDER05700,CUST0215,12-01-2025,T-Shirt,29.08
ORDER01926,CUST0272,12-04-2025,Notebook,22.67
ORDER08316,CUST0113,12-15-2025,Postcard,13.14
ORDER03410,CUST0142,12-02-2025,Poster,22.32
ORDER07773,CUST0255,12-06-2025,Flyer,36.81
ORDER00707,CUST0028,12-21-2025,Brochure,39.95
ORDER07122,CUST0129,12-11-2025,Notebook,38.18
ORDER07425,CUST0023,12-04-2025,Greeting Card,5.79
ORDER08805,CUST0091,12-06-2025,Postcard,5.38
ORDER08437,CUST0060,12-03-2025,Bookmark,6.59
ORDER07288,CUST0304,12-19-2025,Brochure,49.33
ORDER05337,CUST0118,12-25-2025,Business Card,16.81
ORDER01607,CUST0122,12-24-2025,Sticker,26.75
ORDER06153,CUST0457,12-08-2025,Business Card,20.72
ORDER07937,CUST0028,12-29-2025,Sticker,8.62
ORDER09985,CUST0233,12-06-2025,Sticker,14.34
ORDER07500,CUST0369,12-07-2025,Photo Book,73.03
ORDER04419,CUST0104,12-11-2025,Flyer,11.28
ORDER09318,CUST0031,12-09-2025,Flyer,14.44
ORDER07628,CUST0235,12-14-2025,Flyer,40.41
ORDER03603,CUST0454,12-10-2025,Notebook,15.49
ORDER02785,CUST0296,12-18-2025,Label,14.2
ORDER08549,CUST0251,12-28-2025,Poster,53.45
ORDER07582,CUST0143,12-01-2025,Greeting Card,11.42
ORDER04042,CUST0127,12-11-2025,Sticker,19.49
ORDER09400,CUST0460,12-01-2025,Sticker,29.5
ORDER00657,CUST0241,12-24-2025,Postcard,11.55
ORDER06975,CUST0272,12-13-2025,Mug,34.67
ORDER01606,CUST0232,12-16-2025,Poster,20.4
ORDER00204,CUST0355,12-24-2025,Sticker,28.75
ORDER02175,CUST0184,12-10-2025,Poster,57.1
ORDER01487,CUST0009,12-16-2025,Photo Book,66.58
ORDER07525,CUST0440,12-19-2025,Greeting Card,13.75
ORDER07453,CUST0238,12-25-2025,Flyer,44.97
ORDER06642,CUST0095,12-26-2025,Label,18.0
ORDER07608,CUST0361,12-21-2025,Canvas Print,106.74
ORDER01159,CUST0198,12-29-2025,Greeting Card,9.99
ORDER00536,CUST0152,12-14-2025,Postcard,8.51
ORDER08888,CUST0295,12-26-2025,Poster,66.2
ORDER01327,CUST0318,12-29-2025,Brochure,71.5
