OrderID,CustomerID,OrderDate,ProductType,OrderValue
ORDER08543,CUST0325,09-27-2025,Banner,173.58
ORDER04315,CUST0297,09-18-2025,Notebook,16.08
ORDER06202,CUST0188,09-19-2025,Photo Book,137.79
ORDER01276,CUST0265,09-09-2025,Sticker,29.32
ORDER03652,CUST0265,09-13-2025,Brochure,77.21
ORDER05654,CUST0250,09-26-2025,Mug,36.84
ORDER00109,CUST0257,09-29-2025,Flyer,27.6
ORDER03769,CUST0040,09-17-2025,Photo Book,63.7
ORDER02462,CUST0096,09-06-2025,Brochure,62.14
ORDER01939,CUST0339,09-08-2025,Sticker,25.28
ORDER01857,CUST0247,09-22-2025,Mug,25.41
ORDER09680,CUST0083,09-21-2025,Label,19.09
ORDER03993,CUST0023,09-05-2025,Notebook,30.73
ORDER02208,CUST0323,09-17-2025,Canvas Print,109.63
ORDER02407,CUST0029,09-06-2025,Banner,187.59
ORDER06643,CUST0307,09-19-2025,Photo Book,32.23
ORDER04645,CUST0485,09-03-2025,Poster,44.2
ORDER07724,CUST0445,09-16-2025,Flyer,18.77
ORDER09845,CUST0074,09-26-2025,Notebook,38.72
ORDER02980,CUST0320,09-22-2025,T-Shirt,30.43
ORDER05615,CUST0473,09-15-2025,Notebook,30.67
ORDER03766,CUST0194,09-13-2025,Flyer,14.34
ORDER03316,CUST0268,09-28-2025,Bookmark,9.55
ORDER06878,CUST0424,09-05-2025,Notebook,13.37
ORDER07797,CUST0462,09-20-2025,Notebook,11.37
ORDER08707,CUST0258,09-25-2025,Business Card,10.52
ORDER02136,CUST0462,09-20-2025,T-Shirt,56.89
ORDER07070,CUST0268,09-14-2025,Brochure,81.24
ORDER08681,CUST0220,09-08-2025,Postcard,11.27
ORDER05743,CUST0302,09-26-2025,Greeting Card,18.62
ORDER09440,CUST0051,09-14-2025,Flyer,20.18
ORDER03810,CUST0466,09-28-2025,Business Card,15.65
ORDER08909,CUST0210,09-09-2025,Poster,15.36
ORDER00117,CUST0296,09-17-2025,Business Card,22.03
ORDER06145,CUST0336,09-07-2025,Greeting Card,17.06
ORDER06699,CUST0186,09-04-2025,Flyer,27.04
ORDER09591,CUST0130,09-09-2025,Label,22.47
ORDER09252,CUST0188,09-20-2025,Banner,198.69
ORDER03338,CUST0212,09-18-2025,Postcard,12.25
ORDER02929,CUST0190,09-18-2025,T-Shirt,40.74
ORDER05025,CUST0296,09-12-2025,Postcard,14.17
ORDER01952,CUST0383,09-08-2025,Mug,33.93
ORDER02651,CUST0052,09-07-2025,T-Shirt,36.83
ORDER05545,CUST0411,09-18-2025,Notebook,34.4
ORDER00853,CUST0083,09-13-2025,Photo Book,30.63
ORDER01493,CUST0422,09-05-2025,Mug,37.92
ORDER01445,CUST0033,09-09-2025,Poster,39.1
ORDER09979,CUST0020,09-24-2025,Sticker,28.27
ORDER06565,CUST0315,09-21-2025,T-Shirt,31.46
ORDER09789,CUST0030,09-25-2025,Label,12.73
ORDER08100,CUST0225,09-01-2025,Poster,70.29
ORDER08490,CUST0147,09-07-2025,Canvas Print,99.48
ORDER08365,CUST0265,09-23-2025,Poster,54.99
ORDER00591,CUST0185,09-08-2025,Photo Book,30.03
ORDER01423,CUST0142,09-25-2025,Sticker,13.83
ORDER06475,CUST0208,09-19-2025,Poster,48.65
ORDER01478,CUST0282,09-10-2025,Greeting Card,17.45
ORDER09551,CUST0179,09-12-2025,Label,15.47
ORDER09935,CUST0494,09-07-2025,Mug,38.03
ORDER09420,CUST0003,09-09-2025,Flyer,26.29
ORDER01745,CUST0287,09-03-2025,T-Shirt,31.83
ORDER01918,CUST0412,09-17-2025,Banner,180.18
ORDER04099,CUST0356,09-15-2025,Sticker,19.08
ORDER03986,CUST0388,09-11-2025,Postcard,10.97
ORDER07549,CUST0460,09-19-2025,Label,8.74
ORDER01905,CUST0133,09-03-2025,Sticker,20.84
ORDER03611,CUST0347,09-23-2025,Poster,67.01
ORDER06758,CUST0490,09-12-2025,T-Shirt,43.18
ORDER01524,CUST0205,09-22-2025,Greeting Card,17.32
ORDER01246,CUST0284,09-30-2025,Flyer,29.06
ORDER05793,CUST0112,09-29-2025,Notebook,19.42
ORDER03116,CUST0256,09-24-2025,Poster,30.27
ORDER03966,CUST0447,09-09-2025,Poster,29.9
ORDER04092,CUST0429,09-20-2025,Brochure,30.92
ORDER01748,CUST0062,09-30-2025,Business Card,26.25
ORDER08872,CUST0491,09-02-2025,Label,21.02
ORDER05168,CUST0253,09-29-2025,Bookmark,13.87
ORDER04502,CUST0252,09-06-2025,Postcard,16.91
ORDER04592,CUST0204,09-08-2025,Postcard,12.5
ORDER08614,CUST0410,09-14-2025,Mug,38.31
ORDER00534,CUST0258,09-12-2025,Sticker,26.51
ORDER02864,CUST0235,09-04-2025,Greeting Card,12.77
ORDER05172,CUST0353,09-01-2025,Canvas Print,89.04
ORDER06217,CUST0298,09-04-2025,Brochure,45.31
ORDER04255,CUST0096,09-18-2025,Banner,77.94
ORDER07723,CUST0491,09-20-2025,Brochure,45.61
ORDER08172,CUST0218,09-07-2025,Sticker,22.52
ORDER06100,CUST0187,09-28-2025,Sticker,11.99
ORDER02948,CUST0293,09-05-2025,Notebook,34.01
ORDER01637,CUST0370,09-09-2025,Postcard,8.07
ORDER07082,CUST0439,09-13-2025,Poster,24.48
ORDER02451,CUST0243,09-26-2025,Canvas Print,41.78
ORDER08186,CUST0069,09-29-2025,Label,25.03
ORDER08749,CUST0369,09-11-2025,Postcard,11.33
ORDER04112,CUST0288,09-28-2025,Notebook,11.67
ORDER01622,CUST0354,09-06-2025,Canvas Print,45.47
ORDER04167,CUST0244,09-27-2025,Photo Book,41.56
ORDER05484,CUST0134,09-12-2025,Brochure,59.22
ORDER04223,CUST0177,09-01-2025,Sticker,8.03
ORDER09922,CUST0102,09-19-2025,Notebook,32.75
ORDER08822,CUST0090,09-25-2025,Banner,96.82
ORDER08364,CUST0250,09-25-2025,Greeting Card,11.7
ORDER06244,CUST0315,09-10-2025,Mug,29.69
ORDER02374,CUST0445,09-06-2025,Photo Book,126.93
ORDER05528,CUST0216,09-21-2025,Notebook,30.01
ORDER01169,CUST0041,09-06-2025,Brochure,35.98
ORDER05192,CUST0335,09-10-2025,Greeting Card,9.01
ORDER06480,CUST0139,09-29-2025,Mug,33.87
ORDER05951,CUST0383,09-19-2025,T-Shirt,63.38
ORDER02742,CUST0095,09-28-2025,Canvas Print,36.88
ORDER03845,CUST0339,09-09-2025,Greeting Card,15.51
ORDER01312,CUST0108,09-06-2025,Sticker,7.58
ORDER01046,CUST0480,09-29-2025,Mug,27.36
ORDER00432,CUST0395,09-13-2025,T-Shirt,53.95
ORDER01364,CUST0054,09-09-2025,Notebook,15.43
ORDER06388,CUST0159,09-08-2025,Poster,62.94
ORDER07261,CUST0321,09-05-2025,Flyer,31.07
ORDER02796,CUST0015,09-02-2025,Photo Book,72.82
ORDER05329,CUST0443,09-16-2025,Mug,39.3
ORDER04464,CUST0281,09-15-2025,Flyer,48.78
ORDER09681,CUST0306,09-15-2025,Photo Book,119.87
ORDER08577,CUST0328,09-21-2025,T-Shirt,32.55
ORDER05689,CUST0247,09-18-2025,Poster,67.31
ORDER07240,CUST0158,09-12-2025,Sticker,11.5
ORDER04974,CUST0006,09-01-2025,T-Shirt,56.32
