OrderID,CustomerID,OrderDate,ProductType,OrderValue
ORDER04390,CUST0397,06-18-2025,Label,34.75
ORDER08881,CUST0422,06-25-2025,Canvas Print,97.2
ORDER07232,CUST0280,06-07-2025,Sticker,7.56
ORDER04056,CUST0153,06-28-2025,Canvas Print,67.72
ORDER05712,CUST0442,06-27-2025,Business Card,19.85
ORDER01924,CUST0398,06-26-2025,Poster,28.64
ORDER09633,CUST0353,06-12-2025,Label,27.19
ORDER07016,CUST0085,06-20-2025,Flyer,41.39
ORDER03391,CUST0413,06-02-2025,Notebook,22.28
ORDER04606,CUST0306,06-18-2025,Flyer,22.95
ORDER04795,CUST0149,06-19-2025,Banner,192.38
ORDER08429,CUST0461,06-22-2025,Label,10.57
ORDER06744,CUST0471,06-02-2025,Banner,178.73
ORDER02079,CUST0360,06-28-2025,Flyer,19.99
ORDER05278,CUST0425,06-08-2025,Postcard,15.97
ORDER06435,CUST0251,06-05-2025,Notebook,32.13
ORDER06787,CUST0193,06-15-2025,Business Card,25.11
ORDER01526,CUST0207,06-17-2025,Greeting Card,9.17
ORDER06047,CUST0233,06-16-2025,Brochure,60.74
ORDER01527,CUST0375,06-15-2025,Photo Book,109.7
ORDER05870,CUST0436,06-03-2025,Postcard,11.95
ORDER03569,CUST0496,06-14-2025,Label,13.72
ORDER04400,CUST0166,06-27-2025,Banner,94.04
ORDER09469,CUST0067,06-19-2025,Label,21.1
ORDER05632,CUST0458,06-22-2025,Postcard,5.63
ORDER01632,CUST0321,06-26-2025,Label,20.41
ORDER02036,CUST0476,06-28-2025,Flyer,27.65
ORDER00012,CUST0491,06-14-2025,Poster,79.72
ORDER02162,CUST0452,06-21-2025,Banner,65.44
ORDER04490,CUST0048,06-21-2025,Brochure,37.53
ORDER06093,CUST0341,06-29-2025,Photo Book,49.86
ORDER06494,CUST0321,06-10-2025,Greeting Card,15.49
ORDER03837,CUST0220,06-21-2025,Business Card,27.0
ORDER00018,CUST0110,06-16-2025,Business Card,11.58
ORDER03706,CUST0266,06-22-2025,Mug,12.26
ORDER05630,CUST0419,06-04-2025,Label,19.4
ORDER02166,CUST0245,06-03-2025,Poster,39.9
ORDER01679,CUST0053,06-11-2025,Brochure,81.67
ORDER02247,CUST0196,06-25-2025,Label,28.34
ORDER02182,CUST0329,06-22-2025,Flyer,12.74
ORDER09229,CUST0005,06-20-2025,Photo Book,49.69
ORDER05754,CUST0370,06-07-2025,Photo Book,119.79
ORDER06746,CUST0316,06-22-2025,Mug,36.08
ORDER01421,CUST0460,06-04-2025,Flyer,40.1
ORDER06292,CUST0180,06-14-2025,Brochure,75.38
ORDER04060,CUST0142,06-21-2025,Business Card,14.7
ORDER09847,CUST0308,06-24-2025,Notebook,19.97
ORDER00440,CUST0435,06-28-2025,Photo Book,135.1
ORDER03367,CUST0266,06-20-2025,T-Shirt,26.87
ORDER06419,CUST0152,06-21-2025,Canvas Print,99.46
ORDER03922,CUST0254,06-13-2025,Business Card,14.51
ORDER09731,CUST0037,06-17-2025,Bookmark,14.75
ORDER05917,CUST0479,06-11-2025,Flyer,25.47
ORDER09313,CUST0216,06-12-2025,T-Shirt,50.1
ORDER07718,CUST0489,06-25-2025,Business Card,8.45
ORDER00226,CUST0135,06-07-2025,Canvas Print,112.65
ORDER06521,CUST0260,06-10-2025,Photo Book,115.52
ORDER06807,CUST0217,06-23-2025,Sticker,7.06
ORDER08792,CUST0276,06-20-2025,Flyer,21.1
ORDER05078,CUST0041,06-17-2025,Bookmark,6.24
ORDER02546,CUST0275,06-11-2025,Sticker,19.66
ORDER01084,CUST0159,06-23-2025,Sticker,23.25
ORDER03910,CUST0030,06-08-2025,Business Card,32.96
ORDER01901,CUST0233,06-20-2025,Notebook,11.93
ORDER01957,CUST0007,06-23-2025,Flyer,38.06
ORDER02685,CUST0255,06-12-2025,T-Shirt,42.31
ORDER04248,CUST0086,06-12-2025,Flyer,39.99
ORDER04404,CUST0376,06-29-2025,Business Card,28.83
ORDER00481,CUST0172,06-26-2025,Sticker,11.8
ORDER01047,CUST0135,06-23-2025,Notebook,31.96
ORDER08129,CUST0234,06-17-2025,Brochure,23.88
ORDER09288,CUST0086,06-12-2025,Flyer,20.2
ORDER01686,CUST0458,06-19-2025,Photo Book,116.73
ORDER03743,CUST0380,06-17-2025,Canvas Print,29.18
ORDER00202,CUST0126,06-02-2025,Mug,22.19
ORDER02459,CUST0092,06-30-2025,Label,8.95
ORDER06871,CUST0115,06-11-2025,Poster,42.06
ORDER05242,CUST0139,06-27-2025,Business Card,23.43
ORDER08226,CUST0345,06-29-2025,Canvas Print,42.04
ORDER08451,CUST0024,06-13-2025,Business Card,31.68
ORDER04626,CUST0397,06-28-2025,Banner,92.37
ORDER09062,CUST0234,06-01-2025,Brochure,34.05
ORDER09238,CUST0402,06-10-2025,Greeting Card,14.34
ORDER07601,CUST0189,06-19-2025,Mug,39.94
ORDER03202,CUST0376,06-29-2025,T-Shirt,53.74
ORDER04017,CUST0078,06-01-2025,Bookmark,8.51
ORDER08873,CUST0178,06-21-2025,Label,26.72
ORDER00158,CUST0487,06-11-2025,Canvas Print,97.1
ORDER06165,CUST0435,06-24-2025,Greeting Card,9.61
ORDER03362,CUST0272,06-08-2025,Sticker,17.3
ORDER00982,CUST0498,06-05-2025,Greeting Card,9.2
ORDER00720,CUST0472,06-08-2025,Bookmark,13.3
ORDER06768,CUST0359,06-29-2025,Brochure,52.09
ORDER01392,CUST0298,06-04-2025,T-Shirt,24.28
ORDER06462,CUST0039,06-19-2025,Notebook,12.18
ORDER02142,CUST0122,06-10-2025,Banner,176.15
ORDER05346,CUST0163,06-15-2025,Banner,77.38
ORDER03322,CUST0070,06-25-2025,Postcard,12.6
ORDER02547,CUST0055,06-06-2025,Mug,25.05
ORDER06661,CUST0062,06-18-2025,Brochure,87.52
ORDER03402,CUST0232,06-10-2025,Mug,19.42
ORDER01965,CUST0047,06-06-2025,Postcard,13.92
ORDER09885,CUST0021,06-07-2025,Label,31.13
ORDER02431,CUST0047,06-23-2025,Poster,77.95
ORDER06493,CUST0263,06-02-2025,Photo Book,65.86
ORDER02849,CUST0016,06-13-2025,Label,20.21
ORDER09014,CUST0128,06-04-2025,Mug,14.85
ORDER01990,CUST0007,06-02-2025,Label,29.09
ORDER03642,CUST0067,06-07-2025,Label,18.82
ORDER01377,CUST0299,06-19-2025,Banner,186.79
ORDER01229,CUST0012,06-03-2025,Poster,73.66
ORDER07266,CUST0415,06-05-2025,Business Card,32.44
ORDER02008,CUST0022,06-15-2025,Canvas Print,40.96
ORDER09403,CUST0222,06-27-2025,Greeting Card,10.92
ORDER00484,CUST0196,06-22-2025,Sticker,9.32
ORDER03518,CUST0466,06-06-2025,Banner,84.78
ORDER02436,CUST0018,06-20-2025,Notebook,31.59
ORDER08174,CUST0211,06-29-2025,T-Shirt,40.51
ORDER01438,CUST0144,06-13-2025,Flyer,26.77
ORDER08615,CUST0128,06-21-2025,Postcard,12.07
ORDER00320,CUST0196,06-26-2025,Greeting Card,10.39
ORDER08922,CUST0401,06-16-2025,Brochure,83.89
ORDER08232,CUST0165,06-13-2025,Banner,68.77
ORDER05225,CUST0306,06-08-2025,Canvas Print,110.1
ORDER04603,CUST0030,06-26-2025,Mug,26.82
ORDER09569,CUST0120,06-06-2025,Business Card,14.69
ORDER03952,CUST0137,06-18-2025,Label,29.36
