OrderID,CustomerID,OrderDate,ProductType,OrderValue
ORDER06607,CUST0188,04-02-2025,Sticker,6.28
ORDER09205,CUST0100,04-12-2025,T-Shirt,31.56
ORDER06330,CUST0259,04-15-2025,Postcard,12.15
ORDER01947,CUST0066,04-04-2025,Sticker,14.33
ORDER05556,CUST0286,04-12-2025,Postcard,6.88
ORDER09871,CUST0261,04-13-2025,T-Shirt,19.89
ORDER00638,CUST0071,04-23-2025,Brochure,76.28
ORDER08509,CUST0234,04-05-2025,Notebook,41.26
ORDER02291,CUST0168,04-30-2025,Notebook,21.15
ORDER06439,CUST0316,04-24-2025,Label,16.08
ORDER05512,CUST0260,04-27-2025,T-Shirt,43.02
ORDER09223,CUST0154,04-16-2025,Label,8.45
ORDER05428,CUST0345,04-04-2025,Sticker,19.59
ORDER09780,CUST0243,04-09-2025,Photo Book,123.95
ORDER09478,CUST0296,04-08-2025,Greeting Card,5.77
ORDER07872,CUST0088,04-17-2025,Photo Book,116.54
ORDER06230,CUST0076,04-27-2025,Photo Book,59.06
ORDER09381,CUST0486,04-23-2025,Business Card,13.15
ORDER07226,CUST0161,04-14-2025,Flyer,26.52
ORDER03341,CUST0211,04-17-2025,Postcard,12.95
ORDER07727,CUST0447,04-28-2025,Greeting Card,15.91
ORDER02263,CUST0266,04-07-2025,T-Shirt,33.28
ORDER07838,CUST0270,04-13-2025,Brochure,86.97
ORDER07532,CUST0468,04-18-2025,Brochure,58.24
ORDER04332,CUST0313,04-16-2025,Poster,77.23
ORDER04572,CUST0286,04-10-2025,Poster,76.2
ORDER04877,CUST0395,04-10-2025,Greeting Card,8.11
ORDER08012,CUST0163,04-16-2025,Brochure,59.23
ORDER04481,CUST0148,04-04-2025,Notebook,33.68
ORDER06221,CUST0459,04-13-2025,Label,17.32
ORDER02400,CUST0149,04-02-2025,Banner,192.85
ORDER01295,CUST0178,04-30-2025,Mug,30.37
ORDER07850,CUST0110,04-07-2025,Label,22.54
ORDER09209,CUST0357,04-09-2025,Flyer,14.37
ORDER09615,CUST0123,04-08-2025,Canvas Print,88.63
ORDER08701,CUST0116,04-21-2025,Poster,18.41
ORDER06772,CUST0170,04-23-2025,Mug,14.82
ORDER02253,CUST0003,04-18-2025,Bookmark,5.74
ORDER07794,CUST0245,04-21-2025,Poster,64.13
ORDER04707,CUST0165,04-10-2025,Photo Book,37.1
ORDER01466,CUST0334,04-19-2025,Poster,49.78
ORDER00612,CUST0468,04-30-2025,Flyer,26.72
ORDER02881,CUST0479,04-30-2025,Canvas Print,119.73
ORDER06505,CUST0404,04-16-2025,Flyer,47.46
ORDER04743,CUST0449,04-02-2025,Canvas Print,53.35
ORDER09876,CUST0055,04-30-2025,Brochure,39.92
ORDER08902,CUST0269,04-16-2025,Bookmark,14.32
ORDER08262,CUST0240,04-09-2025,Poster,67.57
ORDER05418,CUST0084,04-24-2025,Mug,30.15
ORDER03051,CUST0008,04-24-2025,Brochure,75.35
ORDER09303,CUST0346,04-25-2025,Poster,26.41
ORDER06644,CUST0424,04-14-2025,T-Shirt,33.41
ORDER06568,CUST0343,04-04-2025,Flyer,49.27
ORDER07823,CUST0166,04-30-2025,Poster,15.44
ORDER06285,CUST0121,04-15-2025,Postcard,8.47
ORDER05401,CUST0155,04-19-2025,Greeting Card,13.59
ORDER04286,CUST0335,04-12-2025,Greeting Card,8.54
ORDER01937,CUST0239,04-10-2025,Flyer,26.22
ORDER08234,CUST0473,04-29-2025,Bookmark,11.74
ORDER05096,CUST0354,04-04-2025,Photo Book,139.94
ORDER04834,CUST0189,04-20-2025,Poster,29.24
ORDER02189,CUST0245,04-05-2025,Mug,32.94
ORDER09925,CUST0192,04-14-2025,Greeting Card,13.24
ORDER07715,CUST0388,04-18-2025,Postcard,13.63
ORDER03579,CUST0391,04-08-2025,Photo Book,120.57
ORDER01342,CUST0270,04-15-2025,T-Shirt,51.08
ORDER01280,CUST0470,04-19-2025,Business Card,9.67
ORDER08973,CUST0463,04-17-2025,Poster,52.23
