OrderID,CustomerID,OrderDate,ProductType,OrderValue
ORDER02068,CUST0022,07-14-2025,Business Card,34.68
ORDER07134,CUST0104,07-27-2025,Photo Book,47.75
ORDER09750,CUST0133,07-11-2025,Bookmark,12.0
ORDER01098,CUST0045,07-13-2025,T-Shirt,36.68
ORDER05344,CUST0439,07-09-2025,T-Shirt,39.53
ORDER00203,CUST0403,07-23-2025,Notebook,30.57
ORDER06875,CUST0058,07-14-2025,Flyer,15.93
ORDER09547,CUST0389,07-31-2025,Business Card,32.97
ORDER09220,CUST0400,07-04-2025,Postcard,8.72
ORDER05634,CUST0450,07-14-2025,Banner,101.29
ORDER07956,CUST0293,07-20-2025,Mug,13.05
ORDER04513,CUST0207,07-05-2025,Notebook,31.3
ORDER06582,CUST0020,07-13-2025,Bookmark,13.67
ORDER03893,CUST0026,07-24-2025,Mug,37.78
ORDER06103,CUST0011,07-11-2025,Label,29.43
ORDER05095,CUST0144,07-27-2025,Mug,36.03
ORDER01610,CUST0498,07-28-2025,Poster,23.74
ORDER07260,CUST0397,07-27-2025,Brochure,38.86
ORDER06829,CUST0310,07-21-2025,Business Card,13.07
ORDER03464,CUST0468,07-27-2025,Sticker,23.52
ORDER08463,CUST0445,07-12-2025,Label,9.52
ORDER02605,CUST0034,07-10-2025,Greeting Card,12.6
ORDER08590,CUST0451,07-19-2025,Canvas Print,41.51
ORDER03289,CUST0429,07-02-2025,Poster,17.15
ORDER00829,CUST0471,07-12-2025,Greeting Card,7.99
ORDER06036,CUST0422,07-15-2025,T-Shirt,36.66
ORDER02030,CUST0349,07-01-2025,Poster,39.21
ORDER09733,CUST0229,07-06-2025,Label,20.81
ORDER05731,CUST0177,07-06-2025,Label,32.15
ORDER01481,CUST0146,07-01-2025,Sticker,6.24
ORDER09376,CUST0400,07-31-2025,Poster,70.71
ORDER03689,CUST0347,07-07-2025,Banner,144.25
ORDER00146,CUST0243,07-30-2025,Flyer,35.89
ORDER09850,CUST0411,07-01-2025,Poster,31.41
ORDER05005,CUST0365,07-31-2025,Greeting Card,14.64
ORDER06944,CUST0459,07-13-2025,Label,17.42
ORDER04129,CUST0112,07-15-2025,Banner,148.35
ORDER06507,CUST0300,07-04-2025,Canvas Print,73.59
ORDER06132,CUST0288,07-21-2025,Notebook,31.32
ORDER04891,CUST0351,07-04-2025,Mug,13.79
ORDER04530,CUST0328,07-11-2025,Label,15.48
ORDER04896,CUST0097,07-05-2025,T-Shirt,53.98
ORDER00931,CUST0413,07-28-2025,Postcard,15.53
ORDER06621,CUST0339,07-11-2025,Photo Book,46.79
ORDER00418,CUST0336,07-16-2025,Banner,81.51
ORDER06858,CUST0208,07-13-2025,Greeting Card,5.53
ORDER09373,CUST0418,07-07-2025,Brochure,70.86
ORDER03644,CUST0352,07-18-2025,Photo Book,124.19
ORDER08312,CUST0154,07-28-2025,Flyer,43.63
ORDER09147,CUST0093,07-10-2025,Business Card,20.71
